Gene > Primary SGDID	Gene > Systematic Name	Gene > Standard Name	Gene > Name	Gene > Alias	Gene > Length
S000001241	YHR198C	AIM18	Altered Inheritance rate of Mitochondria	FMP22	966
S000001242	YHR199C	AIM46	Altered Inheritance rate of Mitochondria	FMP34	933
S000001243	YHR200W	RPN10	Regulatory Particle Non-ATPase	MCB1 proteasome regulatory particle base subunit RPN10 SUN1	807
S000001244	YHR201C	PPX1	""	""	1194
S000001245	YHR202W	""	""	""	1809
S000001246	YHR203C	RPS4B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S4B S7B S4B YS6 rp5 S4e	1055
S000001247	YHR204W	MNL1	MaNnosidase-Like protein	HTM1	2391
S000001248	YHR205W	SCH9	""	KOM1 HRM2	2475
S000001249	YHR206W	SKN7	Suppressor of Kre Null	BRY1 POS9	1869
S000001250	YHR207C	SET5	SET domain-containing	""	1581
S000001251	YHR208W	BAT1	Branched-chain Amino acid Transaminase	branched-chain-amino-acid transaminase BAT1 ECA39 TWT1	1182
S000001252	YHR209W	CRG1	Cantharidin Resistance Gene	""	876
S000001253	YHR210C	""	""	aldose 1-epimerase superfamily protein	1026
S000001254	YHR211W	FLO5	FLOcculation	""	3228
S000001255	YHR212C	""	""	""	336
S000001256	YHR213W	""	""	""	597
S000001257	YHR214W	""	""	""	612
S000001258	YHR215W	PHO12	PHOsphate metabolism	PHO10	1404
S000001259	YHR216W	IMD2	IMP Dehydrogenase	IMP dehydrogenase IMD2 PUR5	1572
S000001260	YHR217C	""	""	""	462
S000001261	YHR218W	""	""	""	1911
S000001262	YHR219W	""	""	""	1875
S000001263	YIL001W	""	""	""	1542
S000001264	YIL002C	INP51	INositol polyphosphate 5-Phosphatase	phosphoinositide 5-phosphatase INP51 SJL1	2841
S000001265	YIL003W	CFD1	Cytosolic Fe-S cluster Deficient	DRE3	882
S000001266	YIL004C	BET1	Blocked Early in Transport	SLY12	560
S000001267	YIL005W	EPS1	""	protein disulfide isomerase EPS1	2106
S000001268	YIL006W	YIA6	""	NDT1	1122
S000001269	YIL007C	NAS2	Non-ATPase Subunit	""	663
S000001270	YIL008W	URM1	Ubiquitin Related Modifier	ubiquitin-related modifier URM1	300
S000001271	YIL009W	FAA3	Fatty Acid Activation	long-chain fatty acid-CoA ligase FAA3	2085
S000001272	YIL010W	DOT5	Disruptor Of Telomeric silencing	""	648
S000001273	YIL011W	TIR3	TIp1-Related	YIB1	810
S000001274	YIL012W	""	""	""	342
S000001275	YIL013C	PDR11	Pleiotropic Drug Resistance	ATP-binding cassette multidrug transporter PDR11	4236
S000001276	YIL014W	MNT3	MaNnosylTransferase	""	1893
S000001277	YIL015W	BAR1	BARrier to the alpha factor response	SST1	1764
S000001278	YIL016W	SNL1	Suppressor of Nup116-C Lethal	""	480
S000001279	YIL017C	VID28	Vacuolar Import and Degradation	glucose-induced degradation complex subunit VID28 GID5 YIL017W	2766
S000001280	YIL018W	RPL2B	Ribosomal Protein of the Large subunit	L2 LOT2 L2B L5B RPL5A ribosomal 60S subunit protein L2B YL6 rp8	1165
S000001281	YIL019W	FAF1	Forty (40) S Assembly Factor 	""	1041
S000001282	YIL020C	HIS6	HIStidine requiring	1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase HIS6	786
S000001283	YIL021W	RPB3	RNA Polymerase B	B44	957
S000001284	YIL022W	TIM44	Translocase of the Inner Mitochondrial membrane	ISP45 MIM44 MPI1	1296
S000001285	YIL023C	YKE4	Yeast ortholog of mouse KE4	Zn(2+) transporter YKE4	1041
S000001286	YIL024C	""	""	""	570
S000001287	YIL025C	""	""	""	375
S000001288	YIL026C	IRR1	IRRegular	SCC3	3453
S000001289	YIL027C	EMC5	Killer toxin REsistant	KRE27	426
S000001290	YIL028W	""	""	""	399
S000001291	YIL029C	""	""	""	429
S000001292	YIL030C	SSM4	Suppressor of mrna Stability Mutant	KIS3 E3 ubiquitin-protein ligase SSM4 DOA10	3960
S000001293	YIL031W	ULP2	Ubiquitin-Like Protein	SMT4	3105
S000001294	YIL032C	""	""	""	357
S000001295	YIL033C	BCY1	Bypass of CYclase mutations	SRA1	1251
S000001296	YIL034C	CAP2	CAPping	""	864
S000001297	YIL035C	CKA1	Casein Kinase Alpha subunit	CK2 subunit	1119
S000001298	YIL036W	CST6	Chromosome STability	SHF1 ACA2	1764
S000001299	YIL037C	PRM2	Pheromone-Regulated Membrane protein	""	1971
S000001300	YIL038C	NOT3	""	CCR4-NOT core subunit NOT3	2511
S000001301	YIL039W	TED1	Trafficking of Emp24p/Erv25p-dependent cargo Disrupted	""	1422
S000001302	YIL040W	APQ12	APical growth revealed by Quantitative morphological analysis	""	417
S000001303	YIL041W	GVP36	Golgi Vesicle Protein	""	981
S000001304	YIL042C	PKP1	Protein Kinase of PDH	""	1185
S000001305	YIL043C	CBR1	Cytochrome b Reductase	CBR5	855
S000001306	YIL044C	AGE2	Arf Gap with Effector function(s)	SAT2	897
S000001307	YIL045W	PIG2	Protein Interacting with Gsy2p	""	1617
S000001308	YIL046W	MET30	METhionine requiring	ZRG11	1923
S000001309	YIL047C	SYG1	""	""	2709
S000001310	YIL048W	NEO1	NEOmycin-resistance	putative aminophospholipid-translocating P4-type ATPase NEO1	3456
S000001311	YIL049W	DFG10	Defective for Filamentous Growth	""	762
S000001312	YIL050W	PCL7	Pho85 CycLin	""	858
S000001313	YIL051C	MMF1	Mitochondrial Matrix Factor	IBM1	438
S000001314	YIL052C	RPL34B	Ribosomal Protein of the Large subunit	L34B ribosomal 60S subunit protein L34B L34e	838
S000001315	YIL053W	RHR2	Related to HoR2	GPP1 glycerol-1-phosphatase RHR2	753
S000001316	YIL054W	""	""	""	318
S000001317	YIL055C	""	""	""	1884
S000001318	YIL056W	VHR1	VHt1 Regulator	""	1923
S000001319	YIL057C	RGI2	Respiratory growth induced	""	495
S000001320	YIL058W	""	""	""	285
S000001321	YIL059C	""	""	""	366
S000001322	YIL060W	""	""	""	435
S000001323	YIL061C	SNP1	""	U1-70K U1 70K	903
S000001324	YIL062C	ARC15	ARp2/3 Complex subunit	""	465
S000001325	YIL063C	YRB2	Yeast Ran Binder	""	984
S000001326	YIL064W	SEE1	Secretion and Early Endocytosis	""	774
S000001327	YIL065C	FIS1	mitochondrial FISsion	MDV2	468
S000001328	YIL066C	RNR3	RiboNucleotide Reductase	DIN1 RIR3 ribonucleotide-diphosphate reductase subunit RNR3	2610
S000001329	YIL067C	""	""	""	2037
S000001330	YIL068C	SEC6	SECretory	""	2418
S000001331	YIL069C	RPS24B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S24B S24B RPS24EB S24e	817
S000001332	YIL070C	MAM33	Mitochondrial Acidic Matrix protein	""	801
S000001333	YIL071C	PCI8	Proteasome-COP9 signalosome (CSN)-eIF3	CSN11 YIH1 YIL071W	1335
S000001334	YIL072W	HOP1	HOmolog Pairing	""	1818
S000001335	YIL073C	SPO22	SPOrulation	ZIP4	3018
S000001336	YIL074C	SER33	SERine requiring	phosphoglycerate dehydrogenase SER33	1410
S000001337	YIL075C	RPN2	Regulatory Particle Non-ATPase	SEN3 proteasome regulatory particle base subunit RPN2	2838
S000001338	YIL076W	SEC28	SECretory	ANU2	891
S000001339	YIL077C	""	""	""	963
S000001340	YIL078W	THS1	THreonyl tRNA Synthetase	threonine--tRNA ligase THS1 threonyl-tRNA synthetase	2205
S000001341	YIL079C	AIR1	Arginine methyltransferase-Interacting RING finger protein	""	1083
S000001344	YIL082W	""	""	""	873
S000001345	YIL083C	CAB2	Coenzyme A Biosynthesis	phosphopantothenate--cysteine ligase CAB2	1098
S000001346	YIL084C	SDS3	Suppressor of Defective Silencing	""	984
S000001347	YIL085C	KTR7	Kre Two Related	""	1554
S000001348	YIL086C	""	""	""	309
S000001349	YIL087C	AIM19	Altered Inheritance rate of Mitochondria	LRC2	474
S000001350	YIL088C	AVT7	Amino acid Vacuolar Transport	""	1473
S000001351	YIL089W	""	""	""	618
S000001352	YIL090W	ICE2	Inheritance of Cortical ER	""	1476
S000001353	YIL091C	UTP25	U Three Protein	""	2166
S000001354	YIL092W	""	""	""	1902
S000001355	YIL093C	RSM25	Ribosomal Small subunit of Mitochondria	mitochondrial 37S ribosomal protein RSM25	795
S000001356	YIL094C	LYS12	LYSine requiring	homoisocitrate dehydrogenase LYS10 LYS11	1116
S000001357	YIL095W	PRK1	p53 Regulatory Kinase	PAK1	2433
S000001358	YIL096C	""	""	""	1011
S000001359	YIL097W	FYV10	Function required for Yeast Viability	GID9 glucose-induced degradation complex subunit FYV10	1551
S000001360	YIL098C	FMC1	Formation of Mitochondrial Complexes	""	468
S000001361	YIL099W	SGA1	Sporulation-specific GlycoAmylase	glucan 1,4-alpha-glucosidase	1650
S000001362	YIL100W	""	""	""	354
S000001363	YIL101C	XBP1	XhoI site-Binding Protein	""	1944
S000001364	YIL102C	""	""	""	306
S000001365	YIL103W	DPH1	DiPHthamide biosynthesis	KIF48	1278
S000001366	YIL104C	SHQ1	Small nucleolar RNAs of the box H/ACA family Quantitative accumulation	""	1524
S000001367	YIL105C	SLM1	Synthetic Lethal with Mss4	LIT2	2061
S000001368	YIL106W	MOB1	Mps One Binder	""	1030
S000001369	YIL107C	PFK26	6-PhosphoFructo-2-Kinase	PFK2 PFK-2	2484
S000001370	YIL108W	""	""	putative metalloendopeptidase	2091
S000001371	YIL109C	SEC24	SECretory	ANU1	2781
S000001372	YIL110W	HPM1	Histidine Protein Methyltransferase	MNI1	1134
S000001373	YIL111W	COX5B	Cytochrome c OXidase	cytochrome c oxidase subunit Vb	544
S000001374	YIL112W	HOS4	Hda One Similar	""	3252
S000001375	YIL113W	SDP1	Stress-inducible Dual specificity Phosphatase	""	630
S000001376	YIL114C	POR2	PORin	YVDAC2	846
S000001377	YIL115C	NUP159	NUclear Pore	RAT7 NUP158	4383
S000001378	YIL116W	HIS5	HIStidine requiring	histidinol-phosphate transaminase	1158
S000001379	YIL117C	PRM5	Pheromone-Regulated Membrane protein	""	957
S000001380	YIL118W	RHO3	Ras HOmolog	""	696
S000001381	YIL119C	RPI1	Ras-cAMP Pathway Inhibitor	""	1224
S000001382	YIL120W	QDR1	QuiniDine Resistance	""	1692
S000001383	YIL121W	QDR2	QuiniDine Resistance	""	1629
S000001384	YIL122W	POG1	Promoter Of Growth	""	1056
S000001385	YIL123W	SIM1	Start Independent of Mitosis	""	1431
S000001386	YIL124W	AYR1	1-AcyldihYdroxyacetone-phosphate Reductase	1-acyl dihydroxyacetone phosphate reductase acylglycerone-phosphate reductase	894
S000001387	YIL125W	KGD1	alpha-KetoGlutarate Dehydrogenase	alpha-ketoglutarate dehydrogenase KGD1 OGD1	3045
S000001388	YIL126W	STH1	SNF Two Homolog	NPS1	4080
S000001389	YIL127C	RRT14	Regulator of rDNA Transcription	""	621
S000001390	YIL128W	MET18	METhionine requiring	MMS19	3099
S000001391	YIL129C	TAO3	Transcriptional Activator of OCH1	PAG1	7131
S000001392	YIL130W	ASG1	Activator of Stress Genes	""	2895
S000001393	YIL131C	FKH1	ForK head Homolog	""	1455
S000001394	YIL132C	CSM2	Chromosome Segregation in Meiosis	""	642
S000001395	YIL133C	RPL16A	Ribosomal Protein of the Large subunit	L16A L21A ribosomal 60S subunit protein L16A L13 rp22 YL15 RPL13	890
S000001396	YIL134W	FLX1	FLavin eXchange	""	936
S000001397	YIL135C	VHS2	Viable in a Hal3 Sit4 background	""	1311
S000001398	YIL136W	OM45	Outer Membrane	""	1182
S000001399	YIL137C	TMA108	Translation Machinery Associated	TAE3 RBF108	2841
S000001400	YIL138C	TPM2	TroPoMyosin	tropomyosin	486
S000001401	YIL139C	REV7	REVersionless	""	738
S000001402	YIL140W	AXL2	AXiaL budding pattern	SRO4 BUD10	2472
S000001403	YIL141W	""	""	""	390
S000001404	YIL142W	CCT2	Chaperonin Containing TCP-1	TCP2 BIN3	1584
S000001405	YIL143C	SSL2	Suppressor of Stem-Loop mutation	RAD25 LOM3	2532
S000001406	YIL144W	TID3	Two-hybrid Interaction with Dmc1p	HEC1 NDC80	2076
S000001407	YIL145C	PAN6	PANtothenate biosynthesis	pantoate--beta-alanine ligase PAN6	930
S000001408	YIL146C	ATG32	AuTophaGy related	ECM37	1590
S000001409	YIL147C	SLN1	Synthetic Lethal of N-end rule	YPD2	3663
S000001410	YIL148W	RPL40A	Ribosomal Protein of the Large subunit	L40e ubiquitin-ribosomal 60S subunit protein L40A fusion protein CEP52A L40A UB11 UBI1	821
S000001411	YIL149C	MLP2	Myosin-Like Protein	""	5040
S000001412	YIL150C	MCM10	MiniChromosome Maintenance	DNA43	1716
S000001413	YIL151C	""	Est1A/B-Smg6/5-Like	""	3357
S000001414	YIL152W	""	""	""	708
S000001415	YIL153W	RRD1	Resistant to Rapamycin Deletion	YPA1 peptidylprolyl isomerase RRD1	1182
S000001416	YIL154C	IMP2'	Independent of Mitochondria1 Particle	IMP2	1041
S000001417	YIL155C	GUT2	Glycerol UTilization	glycerol-3-phosphate dehydrogenase	1950
S000001418	YIL156W	UBP7	UBiquitin-specific Protease	""	3216
S000001419	YIL157C	COA1	Cytochrome Oxidase Assembly	FMP35	594
S000001420	YIL158W	AIM20	Altered Inheritance rate of Mitochondria	""	615
S000001421	YIL159W	BNR1	BNi1 Related	""	4128
S000001422	YIL160C	POT1	Peroxisomal Oxoacyl Thiolase	FOX3 POX3 acetyl-CoA C-acyltransferase	1254
S000001423	YIL161W	""	""	""	708
S000001424	YIL162W	SUC2	SUCrose fermentation	beta-fructofuranosidase SUC2	1599
S000001425	YIL163C	""	""	""	354
S000001426	YIL164C	NIT1	NITrilase superfamily	""	600
S000001427	YIL165C	""	""	""	360
S000001428	YIL166C	""	""	""	1629
S000001431	YIL169C	""	""	HPF1'	2988
S000001434	YIL172C	IMA3	IsoMAltase	""	1770
S000001435	YIL173W	VTH1	""	""	4650
S000001438	YIL176C	PAU14	seriPAUperin	""	363
S000001439	YIL177C	""	""	Y' element ATP-dependent helicase	5665
S000001440	YIR001C	SGN1	Slower Growth on Non-fermentable carbon sources	RBP29 RBP1	753
S000001441	YIR002C	MPH1	Mutator PHenotype	""	2982
S000001442	YIR003W	AIM21	Altered Inheritance rate of Mitochondria	""	2040
S000001443	YIR004W	DJP1	DnaJ Protein	ICS1 PAS22	1299
S000001444	YIR005W	IST3	Increased Sodium Tolerance	SNU17	447
S000001445	YIR006C	PAN1	Poly(A)-binding protein-dependent poly(A) riboNuclease	MDP3 DIM2 MIP3	4443
S000001446	YIR007W	""	""	hydrolase	2295
S000001447	YIR008C	PRI1	DNA PRImase	""	1230
S000001448	YIR009W	MSL1	MUD Synthetic Lethal	YIB9 YIB9w	336
S000001449	YIR010W	DSN1	Dosage Suppressor of NNF1	""	1731
S000001450	YIR011C	STS1	Sec Twenty-three Suppressor 1	SSM5 DBF8	960
S000001451	YIR012W	SQT1	""	""	1296
S000001452	YIR013C	GAT4	""	""	366
S000001453	YIR014W	""	""	""	729
S000001454	YIR015W	RPR2	RNase P Ribonucleoprotein	""	435
S000001455	YIR016W	""	""	""	798
S000001456	YIR017C	MET28	METhionine requiring	""	564
S000001457	YIR018W	YAP5	Yeast AP-1	""	738
S000001458	YIR019C	FLO11	FLOcculation	STA4 MUC1	4104
S000001459	YIR020C	""	""	""	303
S000001460	YIR021W	MRS1	Mitochondrial RNA Splicing	PET157	1092
S000001461	YIR022W	SEC11	SECretory	""	504
S000001462	YIR023W	DAL81	Degradation of Allantoin	UGA35	2913
S000001463	YIR024C	""	""	GIF1	651
S000001464	YIR025W	MND2	Meiotic Nuclear Divisions	""	1107
S000001465	YIR026C	YVH1	Yeast vaccinia virus VH1 Homolog	""	1095
S000001466	YIR027C	DAL1	Degradation of Allantoin	allantoinase	1383
S000001467	YIR028W	DAL4	Degradation of Allantoin	""	1908
S000001468	YIR029W	DAL2	Degradation of Allantoin	allantoicase ALC1	1032
S000001469	YIR030C	DCG1	Dal80p-Controlled Gene	""	735
S000001470	YIR031C	DAL7	Degradation of Allantoin	MSL2 MLS2 malate synthase DAL7	1665
S000001471	YIR032C	DAL3	Degradation of Allantoin	ureidoglycolate hydrolase	588
S000001472	YIR033W	MGA2	Multicopy suppressor of GAm1 (snf2)	""	3342
S000001473	YIR034C	LYS1	LYSine requiring	saccharopine dehydrogenase (NAD+, L-lysine-forming)	1122
S000001474	YIR035C	""	""	sepiapterin reductase family protein	765
S000001475	YIR036C	IRC24	Increased Recombination Centers	sepiapterin reductase family protein IRC24	792
S000001476	YIR037W	HYR1	HYdroperoxide Resistance	peroxiredoxin HYR1 ORP1 GPX3	492
S000001477	YIR038C	GTT1	GlutaThione Transferase	bifunctional glutathione transferase/peroxidase	705
S000001478	YIR039C	YPS6	YaPSin	""	1614
S000001479	YIR040C	""	""	""	333
S000001480	YIR041W	PAU15	seriPAUperin	""	375
S000001481	YIR042C	""	""	""	711
S000001484	YKL001C	MET14	METhionine requiring	adenylyl-sulfate kinase	609
S000001485	YKL002W	DID4	Doa4-Independent Degradation	VPS2 GRD7 CHM2 VPS14 VPL2 REN1 VPT14	767
S000001486	YKL003C	MRP17	Mitochondrial Ribosomal Protein	mitochondrial 37S ribosomal protein YmS16	396
S000001487	YKL004W	AUR1	AUreobasidin A Resistance	inositol phosphorylceramide synthase	1206
S000001488	YKL005C	BYE1	BYpass of ESS1	""	1785
S000001489	YKL006W	RPL14A	Ribosomal Protein of the Large subunit	L14e L14A ribosomal 60S subunit protein L14A	815
S000001490	YKL007W	CAP1	CAPping	""	807
S000001491	YKL008C	LAC1	Longevity-Assurance gene Cognate (LAG1 Cognate)	DGT1 sphingosine N-acyltransferase LAC1	1257
S000001492	YKL009W	MRT4	mRNA Turnover 4	""	711
S000001493	YKL010C	UFD4	Ubiquitin Fusion Degradation protein	putative ubiquitin-protein ligase UFD4	4452
S000001494	YKL011C	CCE1	Cruciform Cutting Endonuclease	MGT1	1062
S000001495	YKL012W	PRP40	Pre-mRNA Processing	""	1752
S000001496	YKL013C	ARC19	ARp2/3 Complex subunit	""	516
S000001497	YKL014C	URB1	Unhealthy Ribosome Biogenesis	NPA1	5295
S000001498	YKL015W	PUT3	Proline UTilization	""	2940
S000001499	YKL016C	ATP7	ATP synthase	F1F0 ATP synthase subunit d	525
S000001500	YKL017C	HCS1	dna HeliCaSe	DIP1	2052
S000001501	YKL018W	SWD2	Set1c, WD40 repeat protein	SAF37 CPS35	990
S000001502	YKL019W	RAM2	RAS protein and A-factor Maturation	bifunctional protein farnesyltransferase/protein geranylgeranyltransferase	951
S000001503	YKL020C	SPT23	SuPpressor of Ty	""	3249
S000001504	YKL021C	MAK11	MAintenance of Killer	""	1407
S000001505	YKL022C	CDC16	Cell Division Cycle	anaphase promoting complex subunit CDC16	2523
S000001506	YKL023W	""	""	""	834
S000001507	YKL024C	URA6	URAcil requiring	bifunctional uridylate/adenylate kinase SOC8	615
S000001508	YKL025C	PAN3	Poly(A) Nuclease	ECM35	2040
S000001509	YKL026C	GPX1	Glutathione PeroXidase	glutathione peroxidase GPX1	504
S000001510	YKL027W	TCD2	tRNA ThreonylCarbamoyladenosine Dehydratase	""	1344
S000001511	YKL028W	TFA1	Transcription Factor a, subunit 1	""	1449
S000001512	YKL029C	MAE1	MAlic Enzyme	malate dehydrogenase (oxaloacetate-decarboxylating)	2010
S000001513	YKL030W	""	""	""	606
S000001514	YKL031W	""	""	""	414
S000001515	YKL032C	IXR1	Intrastrand cross (X)-link Recognition	ORD1	1794
S000001516	YKL033W	TTI1	Two Tel2-Interacting protein	FMP47	3117
S000001517	YKL034W	TUL1	Transmembrane Ubiquitin Ligase	ubiquitin-protein ligase TUL1	2277
S000001518	YKL035W	UGP1	UDP-glucose pyrophosphorylase	UTP glucose-1-phosphate uridylyltransferase	1500
S000001519	YKL036C	""	""	""	393
S000001520	YKL037W	AIM26	Altered Inheritance rate of Mitochondria	""	357
S000001521	YKL038W	RGT1	Restores Glucose Transport	""	3513
S000001522	YKL039W	PTM1	""	""	1572
S000001523	YKL040C	NFU1	NifU-like protein	NUB1	771
S000001524	YKL041W	VPS24	Vacuolar Protein Sorting	DID3 VPL26	675
S000001525	YKL042W	SPC42	Spindle Pole Component	""	1092
S000001526	YKL043W	PHD1	PseudoHyphal Determinant	""	1101
S000001527	YKL044W	""	""	""	321
S000001528	YKL045W	PRI2	DNA PRImase	""	1587
S000001529	YKL046C	DCW1	Defective Cell Wall	""	1350
S000001530	YKL047W	ANR2	Avl Nine Related family 2	""	1551
S000001531	YKL048C	ELM1	ELongated Morphology	LDB9	1923
S000001532	YKL049C	CSE4	Chromosome SEgregation	CSL2	690
S000001533	YKL050C	""	""	""	2769
S000001534	YKL051W	SFK1	Suppressor of Four Kinase	""	1062
S000001535	YKL052C	ASK1	Associated with Spindles and Kinetochores	""	879
S000001536	YKL053W	""	""	""	375
S000001537	YKL054C	DEF1	RNAPII DEgradation Factor	VID31	2217
S000001538	YKL055C	OAR1	3-Oxoacyl-[Acyl-carrier-protein] Reductase	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)	837
S000001539	YKL056C	TMA19	Translation Machinery Associated	MMI1 RBF18	504
S000001540	YKL057C	NUP120	NUclear Pore	RAT2	3114
S000001541	YKL058W	TOA2	""	""	369
S000001542	YKL059C	MPE1	Mutant PCF11 Extragenic suppressor	""	1326
S000001543	YKL060C	FBA1	FBA1	fructose-bisphosphate aldolase FBA1 LOT1	1080
S000001544	YKL061W	BLI1	BLoc-1 Interactor	""	342
S000001545	YKL062W	MSN4	Multicopy suppressor of SNF1 mutation	""	1893
S000001546	YKL063C	""	""	""	504
S000001547	YKL064W	MNR2	MaNganese Resistance	putative Mg(2+) transporter MNR2	2910
S000001548	YKL065C	YET1	Yeast Endoplasmic reticulum Transmembrane protein	""	621
S000001549	YKL066W	""	""	""	444
S000001550	YKL067W	YNK1	Yeast Nucleoside diphosphate Kinase	NDK1 nucleoside diphosphate kinase	462
S000001551	YKL068W	NUP100	NUclear Pore	[NUP100+] NSP100	2880
S000001552	YKL069W	""	""	fRMsr YKG9	543
S000001553	YKL070W	""	""	""	510
S000001554	YKL071W	""	""	""	771
S000001555	YKL072W	STB6	Sin Three Binding protein	""	2301
S000001556	YKL073W	LHS1	Lumenal Hsp Seventy	SSI1 CER1 Hsp70 family chaperone LHS1	2646
S000001557	YKL074C	MUD2	Mutant U1 Die	""	1584
S000001558	YKL075C	""	""	""	1353
S000001559	YKL076C	PSY1	Platinum SensitivitY	""	384
S000001560	YKL077W	""	""	""	1179
S000001561	YKL078W	DHR2	DEAH-box RNA helicase	""	2208
S000001562	YKL079W	SMY1	Suppressor of MYo2-66	""	1971
S000001563	YKL080W	VMA5	""	VAT3 CSL5	1179
S000001564	YKL081W	TEF4	Translation Elongation Factor	EFC1	1565
S000001565	YKL082C	RRP14	Ribosomal RNA Processing	""	1305
S000001566	YKL083W	""	""	""	615
S000001567	YKL084W	HOT13	Helper Of Tim	""	351
S000001568	YKL085W	MDH1	Malate DeHydrogenase	malate dehydrogenase MDH1	1005
S000001569	YKL086W	SRX1	SulfiRedoXin	""	384
S000001570	YKL087C	CYT2	""	CC1HL cytochrome c1 heme lyase CYT2 cytochrome c1 heme lyase	675
S000001571	YKL088W	CAB3	Coenzyme A Biosynthesis	phosphopantothenoylcysteine decarboxylase complex subunit CAB3	1716
S000001572	YKL089W	MIF2	MItotic Fidelity of chromosome transmission	""	1650
S000001573	YKL090W	CUE2	Coupling of Ubiquitin conjugation to ER degradation	""	1332
S000001574	YKL091C	""	""	SFH1	933
S000001575	YKL092C	BUD2	BUD site selection	CLA2 ERC25	3315
S000001576	YKL093W	MBR1	Mitochondrial Biogenesis Regulation	""	1020
S000001577	YKL094W	YJU3	""	""	942
S000001578	YKL095W	YJU2	""	CWC16	837
S000001579	YKL096W	CWP1	Cell Wall Protein	YJU1	720
S000001580	YKL097C	""	""	""	411
S000001581	YKL098W	MTC2	Maintenance of Telomere Capping	""	1074
S000001582	YKL099C	UTP11	U Three Protein	""	753
S000001583	YKL100C	""	""	Yeast Presenilin-like Family 1	""	1764
S000001584	YKL101W	HSL1	Histone Synthetic Lethal	NIK1 ELM2	4557
S000001585	YKL102C	""	""	""	306
S000001586	YKL103C	APE1	AminoPeptidase	API LAP4 YSC1	1545
S000001587	YKL104C	GFA1	Glutamine:Fructose-6-phosphate Amidotransferase	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1	2154
S000001588	YKL105C	SEG2	Stability of Eisosomes Guaranteed	""	3399
S000001589	YKL106W	AAT1	Aspartate AminoTransferase	aspartate transaminase AAT1	1356
